num_of_pers,Nb_Phd,GrandSuc,GrandUnSuc,AApaper,Apaper,Bpaper,Cpaper,CountCountries,AvAge,num_of_depmts,main_depmt,num_of_facs,main_fac,NbYearsUni,num_of_dif_Roles
1.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,1.0,57.0,1.0,528.0,1.0,7.0,12.5,1.0
1.0,0.0,2.0,5.0,42.0,55.0,18.0,4.0,1.0,67.0,1.0,2523.0,1.0,25.0,30.0,1.0
1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,47.0,1.0,2813.0,1.0,25.0,2.5,1.0
4.0,0.0,3.0,12.0,16.0,18.0,31.0,7.0,2.0,55.75,3.0,2813.0,1.0,25.0,30.0,1.0
2.0,0.0,2.0,9.0,13.0,11.0,15.0,2.0,1.0,54.5,1.0,2813.0,1.0,25.0,7.5,1.0
1.0,0.0,5.0,14.0,0.0,9.0,7.0,0.0,1.0,57.0,1.0,2678.0,1.0,25.0,7.5,2.0
2.0,0.0,1.0,6.0,1.0,4.0,6.0,0.0,1.0,57.0,2.0,3268.0,1.0,31.0,2.5,1.0
2.0,0.0,1.0,6.0,1.0,4.0,6.0,0.0,1.0,57.0,2.0,3268.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,67.0,1.0,1663.0,1.0,13.0,30.0,2.0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,47.0,1.0,653.0,1.0,7.0,0.0,1.0
2.0,0.0,7.0,14.0,6.0,15.0,5.0,6.0,2.0,64.5,2.0,2678.0,1.0,25.0,37.5,2.0
1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,67.0,1.0,2298.0,1.0,46.0,12.5,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,52.0,1.0,2763.0,1.0,25.0,2.5,1.0
1.0,0.0,3.0,5.0,8.0,9.0,5.0,5.0,1.0,57.0,1.0,2628.0,1.0,25.0,7.5,1.0
2.0,0.0,4.0,2.0,8.0,23.0,3.0,0.0,1.0,54.5,1.0,2053.0,1.0,19.0,12.5,1.0
1.0,0.0,1.0,0.0,2.0,7.0,5.0,16.0,1.0,62.0,1.0,2893.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,62.0,1.0,2628.0,1.0,25.0,7.5,1.0
2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,59.5,1.0,3508.0,1.0,4.0,7.5,1.0
1.0,0.0,1.0,4.0,11.0,6.0,4.0,0.0,1.0,52.0,1.0,2053.0,1.0,19.0,2.5,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,67.0,1.0,1098.0,1.0,1.0,2.5,1.0
1.0,0.0,3.0,5.0,8.0,9.0,5.0,5.0,1.0,57.0,1.0,2628.0,1.0,25.0,7.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,57.0,1.0,2298.0,1.0,46.0,10.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,2523.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,57.0,1.0,3123.0,1.0,31.0,2.5,2.0
2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,59.5,1.0,1663.0,1.0,13.0,30.0,2.0
1.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,72.0,1.0,2298.0,1.0,46.0,0.0,1.0
3.0,0.0,0.0,11.0,2.0,23.0,10.0,20.0,2.0,57.0,2.0,2973.0,1.0,25.0,5.0,1.0
3.0,0.0,5.0,2.0,10.0,45.0,42.0,12.0,1.0,52.0,1.0,2533.0,1.0,25.0,5.0,1.0
1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,57.0,1.0,528.0,1.0,7.0,30.0,2.0
1.0,0.0,2.0,1.0,10.0,2.0,5.0,1.0,1.0,57.0,1.0,3198.0,1.0,31.0,30.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,69.5,1.0,1663.0,1.0,13.0,30.0,1.0
1.0,0.0,4.0,4.0,6.0,5.0,1.0,0.0,1.0,42.0,1.0,2893.0,1.0,25.0,2.5,1.0
1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,47.0,1.0,653.0,1.0,7.0,7.5,1.0
1.0,0.0,2.0,2.0,5.0,22.0,4.0,0.0,1.0,67.0,1.0,3198.0,1.0,31.0,12.5,1.0
1.0,0.0,1.0,1.0,7.0,9.0,1.0,1.0,1.0,42.0,1.0,3198.0,1.0,31.0,2.5,1.0
1.0,0.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,57.0,1.0,3658.0,1.0,22.0,12.5,1.0
2.0,0.0,2.0,5.0,0.0,0.0,6.0,9.0,2.0,57.0,1.0,2668.0,1.0,25.0,2.5,3.0
1.0,0.0,1.0,1.0,0.0,9.0,3.0,0.0,1.0,57.0,1.0,528.0,1.0,7.0,12.5,1.0
1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,52.0,1.0,528.0,1.0,7.0,7.5,1.0
2.0,0.0,2.0,4.0,6.0,4.0,0.0,3.0,2.0,62.0,1.0,2553.0,1.0,25.0,42.5,1.0
1.0,0.0,2.0,1.0,5.0,3.0,2.0,4.0,1.0,47.0,1.0,2053.0,1.0,19.0,7.5,1.0
1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,52.0,1.0,653.0,1.0,7.0,7.5,1.0
1.0,0.0,2.0,1.0,4.0,5.0,5.0,0.0,1.0,47.0,1.0,3048.0,1.0,31.0,2.5,1.0
1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,67.0,1.0,528.0,1.0,7.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,52.0,1.0,2893.0,1.0,25.0,7.5,1.0
1.0,0.0,4.0,5.0,0.0,2.0,11.0,4.0,1.0,62.0,1.0,828.0,1.0,7.0,30.0,1.0
3.0,0.0,6.0,8.0,2.0,5.0,11.0,7.0,1.0,70.33333333333326,1.0,2523.0,1.0,25.0,12.5,1.0
3.0,0.0,2.0,1.0,3.0,7.0,13.0,16.0,1.0,65.33333333333326,2.0,2828.0,1.0,25.0,5.0,1.0
2.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,59.5,1.0,2563.0,1.0,25.0,20.0,1.0
1.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0,1.0,52.0,1.0,2728.0,1.0,25.0,2.5,1.0
3.0,0.0,3.0,0.0,7.0,28.0,10.0,6.0,1.0,57.0,2.0,2523.0,1.0,25.0,32.5,2.0
1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,37.0,1.0,2533.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,72.0,1.0,2628.0,1.0,25.0,30.0,1.0
1.0,0.0,3.0,0.0,9.0,2.0,5.0,1.0,1.0,57.0,1.0,2853.0,1.0,25.0,30.0,1.0
3.0,0.0,6.0,3.0,5.0,0.0,3.0,0.0,1.0,55.33333333333326,2.0,2668.0,2.0,25.0,45.0,1.0
1.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,67.0,1.0,593.0,1.0,7.0,2.5,2.0
3.0,0.0,4.0,4.0,3.0,11.0,29.0,23.0,1.0,52.0,3.0,2923.0,1.0,25.0,17.5,1.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,47.0,1.0,593.0,1.0,7.0,2.5,1.0
1.0,0.0,4.0,3.0,0.0,6.0,0.0,2.0,1.0,47.0,1.0,3268.0,1.0,31.0,2.5,1.0
2.0,0.0,1.0,1.0,13.0,8.0,5.0,2.0,1.0,67.0,1.0,2603.0,1.0,25.0,37.5,1.0
5.0,0.0,4.0,16.0,13.0,35.0,32.0,13.0,1.0,60.0,2.0,2828.0,1.0,25.0,35.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,1258.0,1.0,34.0,2.5,1.0
4.0,0.0,8.0,2.0,21.0,14.0,8.0,0.0,1.0,55.75,3.0,2603.0,1.0,25.0,47.5,1.0
3.0,0.0,4.0,3.0,18.0,16.0,4.0,0.0,2.0,57.0,2.0,3098.0,2.0,31.0,2.5,1.0
1.0,0.0,1.0,2.0,7.0,4.0,9.0,37.0,1.0,67.0,1.0,1258.0,1.0,34.0,30.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,52.0,1.0,2778.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,1.0,13.0,3.0,1.0,0.0,1.0,62.0,1.0,3258.0,1.0,31.0,30.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,62.0,1.0,548.0,1.0,7.0,0.0,1.0
1.0,0.0,1.0,0.0,5.0,8.0,3.0,4.0,1.0,57.0,1.0,2538.0,1.0,25.0,2.5,1.0
3.0,0.0,2.0,3.0,18.0,13.0,5.0,7.0,1.0,55.33333333333326,2.0,2568.0,1.0,25.0,10.0,1.0
2.0,0.0,4.0,0.0,19.0,5.0,3.0,3.0,2.0,62.0,1.0,3048.0,1.0,31.0,37.5,2.0
1.0,0.0,7.0,2.0,0.0,3.0,11.0,3.0,1.0,67.0,1.0,2728.0,1.0,25.0,2.5,1.0
1.0,0.0,4.0,4.0,6.0,5.0,1.0,0.0,1.0,42.0,1.0,2893.0,1.0,25.0,2.5,2.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,52.0,1.0,2778.0,1.0,25.0,7.5,1.0
2.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,47.0,1.0,2668.0,1.0,25.0,15.0,1.0
2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,44.5,1.0,2053.0,1.0,19.0,2.5,2.0
1.0,0.0,7.0,2.0,0.0,3.0,11.0,3.0,1.0,67.0,1.0,2728.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,62.0,1.0,2523.0,1.0,25.0,0.0,1.0
1.0,0.0,2.0,3.0,1.0,7.0,5.0,0.0,1.0,47.0,1.0,2668.0,1.0,25.0,2.5,1.0
4.0,0.0,2.0,2.0,6.0,13.0,4.0,7.0,3.0,54.5,2.0,1033.0,1.0,1.0,32.5,1.0
2.0,0.0,8.0,17.0,4.0,10.0,5.0,1.0,2.0,54.5,2.0,2678.0,2.0,25.0,15.0,2.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,52.0,1.0,2778.0,1.0,25.0,7.5,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.5,1.0,2298.0,1.0,46.0,2.5,1.0
2.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,69.5,1.0,2523.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,57.0,1.0,2923.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,3.0,0.0,1.0,5.0,2.0,1.0,57.0,1.0,2498.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,0.0,8.0,18.0,16.0,5.0,1.0,67.0,1.0,2548.0,1.0,25.0,30.0,1.0
1.0,0.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,57.0,1.0,2923.0,1.0,25.0,12.5,1.0
2.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,64.5,2.0,2523.0,2.0,25.0,10.0,1.0
1.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,1.0,72.0,1.0,3508.0,1.0,4.0,0.0,1.0
1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,1.0,42.0,1.0,2713.0,1.0,25.0,2.5,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,2768.0,1.0,25.0,0.0,1.0
1.0,0.0,2.0,1.0,0.0,3.0,7.0,3.0,1.0,62.0,1.0,2923.0,1.0,25.0,7.5,1.0
4.0,0.0,8.0,11.0,49.0,62.0,29.0,19.0,2.0,53.25,1.0,2523.0,1.0,25.0,42.5,2.0
3.0,0.0,1.0,1.0,2.0,10.0,13.0,5.0,1.0,65.33333333333326,1.0,2558.0,1.0,25.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,6.0,17.0,32.0,24.0,16.0,2.0,48.66666666666674,1.0,2563.0,1.0,25.0,15.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,52.0,1.0,2578.0,1.0,25.0,0.0,1.0
2.0,0.0,6.0,20.0,0.0,9.0,7.0,0.0,2.0,49.5,1.0,2678.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,2.0,2.0,4.0,8.0,2.0,1.0,52.0,1.0,2678.0,1.0,25.0,2.5,1.0
1.0,0.0,1.0,0.0,2.0,5.0,4.0,2.0,1.0,52.0,1.0,2578.0,1.0,25.0,2.5,1.0
6.0,0.0,6.0,13.0,21.0,24.0,14.0,3.0,3.0,60.33333333333326,3.0,2668.0,1.0,25.0,12.5,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,6.0,2.0,11.0,9.0,5.0,1.0,77.0,1.0,2813.0,1.0,25.0,30.0,2.0
4.0,0.0,3.0,3.0,16.0,36.0,10.0,6.0,1.0,74.5,1.0,2893.0,1.0,25.0,42.5,2.0
1.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,67.0,1.0,593.0,1.0,7.0,2.5,1.0
1.0,0.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0,52.0,1.0,2538.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,52.0,1.0,3098.0,1.0,31.0,0.0,1.0
2.0,0.0,3.0,7.0,12.0,23.0,8.0,7.0,1.0,44.5,2.0,3048.0,2.0,31.0,10.0,1.0
1.0,0.0,0.0,4.0,4.0,11.0,8.0,4.0,1.0,62.0,1.0,2713.0,1.0,25.0,30.0,1.0
5.0,0.0,1.0,9.0,31.0,70.0,40.0,22.0,1.0,55.0,3.0,2768.0,1.0,25.0,30.0,2.0
2.0,0.0,5.0,3.0,1.0,3.0,14.0,3.0,1.0,59.5,2.0,3048.0,2.0,31.0,25.0,2.0
1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,57.0,1.0,2498.0,1.0,25.0,2.5,1.0
3.0,0.0,0.0,5.0,5.0,9.0,5.0,2.0,1.0,53.66666666666674,2.0,2763.0,1.0,25.0,10.0,1.0
2.0,0.0,1.0,17.0,0.0,8.0,6.0,6.0,1.0,54.5,1.0,2973.0,1.0,25.0,5.0,1.0
1.0,0.0,4.0,10.0,11.0,10.0,9.0,4.0,1.0,52.0,1.0,2678.0,1.0,25.0,7.5,1.0
3.0,0.0,4.0,6.0,9.0,17.0,9.0,3.0,1.0,47.0,1.0,2558.0,1.0,25.0,0.0,1.0
1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,57.0,1.0,2828.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,2763.0,1.0,25.0,2.5,1.0
3.0,0.0,0.0,4.0,25.0,20.0,5.0,7.0,1.0,65.33333333333326,1.0,2973.0,1.0,25.0,27.5,1.0
2.0,0.0,0.0,6.0,0.0,2.0,4.0,8.0,2.0,62.0,1.0,2523.0,1.0,25.0,30.0,1.0
1.0,0.0,0.0,1.0,0.0,6.0,13.0,8.0,1.0,57.0,1.0,2828.0,1.0,25.0,0.0,1.0
2.0,0.0,1.0,6.0,7.0,25.0,10.0,2.0,1.0,52.0,2.0,2523.0,1.0,25.0,20.0,1.0
3.0,0.0,0.0,2.0,1.0,13.0,12.0,12.0,2.0,52.0,2.0,2558.0,1.0,25.0,7.5,1.0
1.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,1.0,52.0,1.0,2813.0,1.0,25.0,2.5,1.0
3.0,0.0,0.0,3.0,2.0,7.0,5.0,9.0,2.0,52.0,2.0,2853.0,1.0,25.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,1.0,1.0,0.0,13.0,6.0,2.0,52.0,2.0,2053.0,2.0,19.0,10.0,2.0
1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,3048.0,1.0,31.0,12.5,1.0
2.0,0.0,2.0,2.0,5.0,13.0,0.0,0.0,1.0,54.5,1.0,2533.0,1.0,25.0,5.0,1.0
1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,62.0,1.0,3268.0,1.0,31.0,2.5,1.0
3.0,0.0,2.0,3.0,3.0,5.0,4.0,17.0,3.0,55.33333333333326,1.0,2103.0,1.0,19.0,45.0,2.0
5.0,0.0,9.0,13.0,19.0,17.0,13.0,16.0,2.0,50.0,2.0,2523.0,1.0,25.0,42.5,2.0
2.0,0.0,1.0,4.0,16.0,5.0,5.0,0.0,1.0,59.5,1.0,2628.0,1.0,25.0,15.0,2.0
2.0,0.0,3.0,3.0,5.0,1.0,2.0,0.0,1.0,47.0,1.0,2668.0,1.0,25.0,15.0,1.0
1.0,0.0,2.0,4.0,2.0,4.0,8.0,2.0,1.0,52.0,1.0,2678.0,1.0,25.0,2.5,1.0
2.0,0.0,1.0,1.0,7.0,3.0,3.0,5.0,1.0,67.0,1.0,2778.0,1.0,25.0,7.5,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,2178.0,1.0,19.0,12.5,2.0
3.0,0.0,4.0,3.0,10.0,16.0,5.0,6.0,1.0,63.66666666666674,2.0,2763.0,1.0,25.0,30.0,1.0
2.0,0.0,2.0,5.0,0.0,1.0,7.0,4.0,2.0,57.0,2.0,2563.0,1.0,25.0,12.5,1.0
1.0,0.0,1.0,4.0,17.0,6.0,2.0,0.0,1.0,57.0,1.0,2678.0,1.0,25.0,7.5,1.0
2.0,0.0,1.0,5.0,0.0,9.0,4.0,1.0,1.0,49.5,1.0,2523.0,1.0,25.0,2.5,1.0
3.0,0.0,5.0,4.0,8.0,49.0,11.0,7.0,2.0,60.33333333333326,1.0,3268.0,1.0,31.0,25.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,2668.0,1.0,25.0,0.0,1.0
2.0,0.0,0.0,1.0,3.0,8.0,1.0,7.0,1.0,64.5,1.0,1038.0,1.0,1.0,42.5,1.0
2.0,0.0,9.0,6.0,0.0,1.0,10.0,0.0,2.0,59.5,1.0,2728.0,1.0,25.0,5.0,1.0
1.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,52.0,1.0,2713.0,1.0,25.0,7.5,1.0
2.0,0.0,2.0,5.0,0.0,5.0,2.0,2.0,2.0,52.0,1.0,2523.0,1.0,25.0,10.0,1.0
3.0,0.0,7.0,7.0,6.0,6.0,6.0,0.0,1.0,52.0,1.0,2713.0,1.0,25.0,17.5,2.0
1.0,0.0,0.0,1.0,9.0,5.0,3.0,1.0,1.0,47.0,1.0,3273.0,1.0,31.0,2.5,1.0
4.0,0.0,4.0,6.0,7.0,5.0,8.0,0.0,2.0,57.0,2.0,2653.0,1.0,25.0,27.5,1.0
1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,52.0,1.0,2603.0,1.0,25.0,2.5,1.0
1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,57.0,1.0,2578.0,1.0,25.0,7.5,1.0
3.0,0.0,4.0,7.0,7.0,24.0,17.0,15.0,1.0,53.66666666666674,3.0,2948.0,1.0,25.0,15.0,1.0
3.0,0.0,1.0,3.0,8.0,12.0,9.0,7.0,2.0,60.33333333333326,2.0,2713.0,1.0,25.0,42.5,1.0
2.0,0.0,1.0,15.0,7.0,17.0,17.0,3.0,1.0,54.5,1.0,2828.0,1.0,25.0,5.0,1.0
2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,59.5,1.0,2563.0,1.0,25.0,12.5,1.0
2.0,0.0,3.0,8.0,1.0,1.0,0.0,0.0,2.0,59.5,1.0,2563.0,1.0,25.0,20.0,1.0
2.0,0.0,1.0,9.0,21.0,7.0,9.0,1.0,1.0,49.5,1.0,2603.0,1.0,25.0,7.5,1.0
3.0,0.0,2.0,2.0,72.0,43.0,23.0,14.0,1.0,67.0,2.0,3098.0,2.0,31.0,45.0,1.0
2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,57.0,1.0,2533.0,1.0,25.0,7.5,1.0
2.0,0.0,4.0,12.0,13.0,11.0,15.0,2.0,1.0,64.5,2.0,2603.0,1.0,25.0,37.5,1.0
3.0,0.0,1.0,3.0,3.0,21.0,13.0,6.0,1.0,63.66666666666674,2.0,2603.0,1.0,25.0,35.0,1.0
1.0,0.0,1.0,9.0,21.0,7.0,9.0,1.0,1.0,52.0,1.0,2603.0,1.0,25.0,7.5,1.0
2.0,0.0,0.0,3.0,8.0,4.0,3.0,5.0,1.0,59.5,1.0,2713.0,1.0,25.0,30.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,47.0,1.0,2603.0,1.0,25.0,7.5,1.0
1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,57.0,1.0,2813.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,9.0,4.0,6.0,2.0,0.0,1.0,67.0,1.0,2653.0,1.0,25.0,7.5,1.0
2.0,0.0,1.0,1.0,17.0,13.0,5.0,7.0,1.0,54.5,1.0,2568.0,1.0,25.0,7.5,1.0
2.0,0.0,3.0,12.0,13.0,11.0,15.0,2.0,1.0,59.5,1.0,2813.0,1.0,25.0,10.0,1.0
2.0,0.0,9.0,6.0,0.0,1.0,10.0,0.0,2.0,59.5,1.0,2728.0,1.0,25.0,5.0,1.0
3.0,0.0,3.0,6.0,15.0,16.0,6.0,14.0,1.0,50.33333333333326,2.0,2678.0,1.0,25.0,32.5,2.0
2.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,2.0,49.5,2.0,1258.0,2.0,34.0,5.0,1.0
1.0,0.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,57.0,1.0,2553.0,1.0,25.0,0.0,1.0
2.0,0.0,0.0,1.0,3.0,8.0,1.0,7.0,1.0,64.5,1.0,1038.0,1.0,1.0,42.5,1.0
3.0,0.0,1.0,5.0,3.0,9.0,6.0,3.0,1.0,47.0,3.0,2538.0,1.0,25.0,5.0,1.0
2.0,0.0,2.0,12.0,3.0,10.0,9.0,1.0,1.0,69.5,2.0,2813.0,1.0,25.0,42.5,1.0
5.0,0.0,5.0,11.0,11.0,27.0,15.0,6.0,1.0,48.0,3.0,2538.0,1.0,25.0,5.0,1.0
3.0,0.0,0.0,3.0,1.0,3.0,5.0,1.0,1.0,52.0,1.0,2828.0,1.0,25.0,7.5,2.0
4.0,0.0,13.0,19.0,14.0,17.0,24.0,14.0,2.0,55.75,1.0,2678.0,1.0,25.0,52.5,3.0
3.0,0.0,0.0,7.0,0.0,3.0,8.0,13.0,2.0,63.66666666666674,2.0,2523.0,1.0,25.0,30.0,1.0
3.0,0.0,2.0,8.0,4.0,2.0,6.0,1.0,1.0,53.66666666666674,1.0,2713.0,1.0,25.0,15.0,1.0
2.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,52.0,1.0,2828.0,1.0,25.0,7.5,2.0
3.0,0.0,9.0,8.0,5.0,11.0,9.0,3.0,2.0,52.0,1.0,2713.0,1.0,25.0,32.5,1.0
2.0,0.0,1.0,4.0,2.0,0.0,3.0,2.0,2.0,52.0,1.0,2713.0,1.0,25.0,20.0,1.0
1.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,1.0,52.0,1.0,2653.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,52.0,1.0,2558.0,1.0,25.0,2.5,1.0
1.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,62.0,1.0,2853.0,1.0,25.0,2.5,1.0
2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,52.0,2.0,2178.0,2.0,19.0,5.0,1.0
4.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,1.0,60.75,1.0,3258.0,1.0,31.0,40.0,2.0
4.0,0.0,2.0,5.0,2.0,15.0,9.0,16.0,2.0,60.75,1.0,2893.0,1.0,25.0,25.0,1.0
2.0,0.0,4.0,3.0,0.0,5.0,0.0,1.0,2.0,59.5,1.0,2628.0,1.0,25.0,37.5,1.0
1.0,0.0,2.0,2.0,28.0,50.0,11.0,7.0,1.0,62.0,1.0,2713.0,1.0,25.0,30.0,1.0
3.0,0.0,8.0,11.0,5.0,11.0,9.0,3.0,2.0,53.66666666666674,1.0,2713.0,1.0,25.0,37.5,1.0
1.0,0.0,1.0,4.0,1.0,5.0,6.0,1.0,1.0,57.0,1.0,2538.0,1.0,25.0,2.5,2.0
1.0,0.0,2.0,6.0,12.0,23.0,8.0,7.0,1.0,47.0,1.0,2813.0,1.0,25.0,7.5,1.0
1.0,0.0,1.0,2.0,7.0,6.0,3.0,0.0,1.0,62.0,1.0,2713.0,1.0,25.0,12.5,1.0
2.0,0.0,4.0,6.0,4.0,5.0,4.0,2.0,1.0,54.5,1.0,2538.0,1.0,25.0,5.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,2578.0,1.0,25.0,2.5,1.0
2.0,0.0,5.0,7.0,3.0,7.0,2.0,0.0,1.0,47.0,1.0,2558.0,1.0,25.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,67.0,1.0,3273.0,1.0,31.0,2.5,1.0
2.0,0.0,1.0,0.0,5.0,8.0,1.0,1.0,1.0,54.5,2.0,2763.0,1.0,25.0,15.0,2.0
5.0,0.0,5.0,8.0,6.0,18.0,35.0,13.0,3.0,57.0,2.0,1678.0,2.0,13.0,7.5,1.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,2653.0,1.0,25.0,2.5,1.0
2.0,0.0,7.0,6.0,4.0,6.0,4.0,2.0,2.0,52.0,2.0,1678.0,2.0,13.0,2.5,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,47.0,1.0,2538.0,1.0,25.0,2.5,1.0
3.0,0.0,3.0,5.0,4.0,3.0,1.0,0.0,2.0,48.66666666666674,1.0,2628.0,1.0,25.0,10.0,1.0
2.0,0.0,3.0,6.0,10.0,15.0,4.0,3.0,1.0,49.5,2.0,2558.0,1.0,25.0,32.5,1.0
